,지역(대),지역(소),매장명,테마명,장르,난이도,시간,오픈일,최소인원,최대인원,메인사진,예약URL,내용,인원,추천율,유저_난이도,유저_활동성,유저_공포도
1228,서울,서울대입구,월투월 방탈출,위험한 레시피,공포 스릴러,5,60,2017.11.25,2,6,https://naverbooking-phinf.pstatic.net/20210807_104/1628332498917ff46R_PNG/%C0%A7%C7%E8%C7%D1%B7%B9%BD%C3%C7%C7.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/570203/items/4053044,"연일 매스컴에 보도되는 이곳은 3대 맛집으로까지 소문이 자자한 식당.
이 식당은 3개월전만 해도 폐업설이 돌 정도로 손님이 없고,
장소까지 외딴곳이라 으스스하기 까지 한 곳이었다.
3개월전 식당주인의 각성으로 전국의 갖은 레시피를 수집하여
마침내 전국에서 입소문이 자자한 명소가 되었다고 하는데...
까다로운 미식가로 전국의 유명한 맛집을 순방하는 당신은 이곳 식당의 비밀이 궁금하여 견딜수 없게되고
마침내 맛의 비밀을 파헤쳐보려한다.
과연 이곳 레시피의 비밀은 무엇일까?",0,0,0,0,0
1229,경상,영주,웹툰방탈출파크,호랑이형님,판타지,5,45,2022.1,2,4,https://naverbooking-phinf.pstatic.net/20220111_229/16418735400589ogmb_PNG/%B3%D7%C0%CC%B9%F6_%BF%B9%BE%E0_%C0%A5%C5%F7%B9%E6%C5%BB%C3%E2%C6%C4%C5%A9_%BD%E6%B3%D7%C0%CF_%C8%A3%B6%FB%C0%CC%C7%FC%B4%D4_800x800size.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/639128/items/4255043,"흰 산을 지키는 호랑이 산군은 주인이었던 아린 에게 아이들을 지켜 달라고 부탁 받는다.
그러나 추이와, 흰 눈썹의 공격에 아이들을 뺏길 위험에 놓이는데...
산군을 도와 아이들을 지키고 안전한 곳까지 데려다 주자.",0,0,0,0,0
1230,경상,영주,웹툰방탈출파크,유미의 세포들,판타지 코미디,3,45,2022.1,2,4,https://naverbooking-phinf.pstatic.net/20220111_7/1641878645647YdOAm_PNG/%B3%D7%C0%CC%B9%F6_%BF%B9%BE%E0_%C0%A5%C5%F7%B9%E6%C5%BB%C3%E2%C6%C4%C5%A9_%BD%E6%B3%D7%C0%CF_%C0%AF%B9%CC%C0%C7%BC%BC%C6%F7%B5%E9_800x800size.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/639128/items/4255131,"네?? 벚꽃 축제에 같이 가자구요!?
직장 동료의 데이트 신청에 유미의 머릿속은 난리 법석이 된다.
유미는 과연 데이트를 잘 마칠 수 있을까?
유미의 머릿속에서 바쁘게 움직이는 세포들의 이야기!",0,0,0,0,0
1231,경상,영주,웹툰방탈출파크,여신강림,로맨스,2,45,2022.1,2,4,https://naverbooking-phinf.pstatic.net/20220111_224/1641870748273Ievhg_PNG/%B3%D7%C0%CC%B9%F6_%BF%B9%BE%E0_%C0%A5%C5%F7%B9%E6%C5%BB%C3%E2%C6%C4%C5%A9_%BD%E6%B3%D7%C0%CF_%BF%A9%BD%C5%B0%AD%B8%B2_800x800size.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/639128/items/4254844,"고등학교 시절, 외모 때문에 왕따당했던 기억을 계기로 열심히 화장을 연습해 여신이 된 주경,
그런 주경이 앞에
수호와 서준 이 나타난다.
과연 여신이 된 주경의 마음을 사로잡은 사람은 누구일까?",0,0,0,0,0
1232,경상,영주,웹툰방탈출파크,신의 탑,판타지,4,45,2022.1,2,4,https://naverbooking-phinf.pstatic.net/20220111_26/16418732445485FrC0_PNG/%B3%D7%C0%CC%B9%F6_%BF%B9%BE%E0_%C0%A5%C5%F7%B9%E6%C5%BB%C3%E2%C6%C4%C5%A9_%BD%E6%B3%D7%C0%CF_%BD%C5%C0%C7%C5%BE_800x800size.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/639128/items/4255032?area=ple,"신의 탑을 올라가기 위해 꼭 필요한 무기를 얻을 수 있다는 `공방전`
그리고 공방전에 참여하기 위해 모인 여러 명의 선별 인원들,
과연 그들을 제치고 부기를 얻을 수 있을까?",0,0,0,0,0
1233,경기/인천,동두천,위드 방탈출,도둑들,잠입/탈출,3,60,2018.5.5,2,6,https://naverbooking-phinf.pstatic.net/20201127_42/1606484934085sd3n4_JPEG/KakaoTalk_20201127_222131544.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/444671/items/3696208,"유명화가의 희귀품만전시해서 그 가치가 높은 크라임 미술관. 
이 곳은 보안으로도 유명해 한번도 도둑맞은 적이 없다.
당신은 이곳을 털기위해 천재해커 빌리와 손을 잡게 되고
빌리가 한시간동안만 경비 시스템을 마비 시킬 수 있다는데..
자 ! 주어진 시간은 한시간! 
미술관을 털어라!",0,0,0,0,0
1234,경기/인천,동두천,위드 방탈출,반 고흐의 방,모험,3,60,2018.5.5,2,6,https://naverbooking-phinf.pstatic.net/20201127_9/1606483877498mcqEv_JPEG/KakaoTalk_20201127_222203912.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/444671/items/3696191,"시간여행자인 당신.우연히 반 고흐의 마지막 날로 여행하게 되었다.
자살을 앞둔 고흐와 관련된 비밀들. 
이 모든 것을 풀어 고흐를 자살로 부터 구하지 못한 다면 영영 시간의 늪에 빠질것이다.
자 이제 당신에게 타이머가 주어졌다!",0,0,0,0,0
1235,경기/인천,동두천,위드 방탈출,미녀와 야수 2,추리,5,60,2019.2,2,6,https://naverbooking-phinf.pstatic.net/20201127_257/1606485675667VdFko_JPEG/KakaoTalk_20201127_222046229.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/444671/items/3696212,"야수와 미녀의 해피엔딩으로 끝난 줄 알았던 동화속 야수의 성에서 살인사건이 발생했다. 
피해자는 바로 성주인 '야수'
사건 현장을 본 벨의 사촌동생 루시는 현장을 살펴보고 주변인들의 증언을 통해
야수의 부인 벨, 성의 요리사 스타곤, 성의 하인 미세스팟, 그리고 미녀의 아버지 모리스 등
네 명을 용의자로 지목한다.
과연 성주인 '야수'를 죽인 범인은?",0,0,0,0,0
1236,경기/인천,동두천,위드 방탈출,보헤미아 왕국의 스캔들,드라마,4,60,2018.5.5,2,6,https://naverbooking-phinf.pstatic.net/20201127_98/1606486580073SKh0R_JPEG/KakaoTalk_20201127_222031203.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/444671/items/3696216,"보헤미아의 왕과 스칸디나비아 공주의 결혼. 
그러나 가수 아이린과의 스캔들로 인해 공주 가문과의 파혼을 걱정하는 왕은
결국 탐정 셜록홈즈에게 그녀에게서 그와 관련된 흔적들을 지워달라 요청하는데..
수사 의뢰를 받고 사진을 비롯한 흔적들을 지우기 위해 나서는 셜록홈즈... 
그러나 뜻밖의 아이린의 결혼 사실을 알게되고.. 
그는 과연 사건을 해결 할 수 있을까?",0,0,0,0,0
1237,경기/인천,동두천,위드 방탈출,혼: 원혼의 저주,공포,4,60,2018.5.5,2,6,https://naverbooking-phinf.pstatic.net/20201127_229/1606483512406vc3Nz_JPEG/KakaoTalk_20201127_221935090.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/444671/items/3695917,"12년 전 문을 닫은 폐병원.
그 곳에 들어간 사람들 중 누구도 살아서 나오지 못했다는 흉흉한 소문에 궁금증이 생긴 당신.
인적이 끊긴 병원에 찾아가보기로 하는데..병원 입구에서부터 풍기는 오싹하고 음침한 기운..
과연 당신은 원혼의 저주를 풀고 나올 수 있을 것인가...",0,0,0,0,0
1238,서울,신촌,위드방탈출카페,세번째 밤,스릴러,4,60,2019.3.2,2,6,http://withescaper.com/file/theme/1_a.jpg,http://withescaper.com/layout/res/home.php?go=rev.make&s_theme_num=1,"압박감. 긴장감. 계속해서 반복되는 악몽에 나는 매일 밤 잠을 이루지 못한다.
그리고 오늘 꿈에 새로운 메시지가 나타나는데..",4,2.5,3,2.5,0.5
1239,서울,신촌,위드방탈출카페,170cm 즈음에,감성,4,60,2019.3.2,2,6,http://withescaper.com/file/theme/4_a.jpg,http://withescaper.com/layout/res/home.php?go=rev.make&s_theme_num=4,이 이야기가 감히 당신의 반면교사가 되었으면 좋겠습니다.,3,1.65,0,0,0
1240,서울,신촌,위드방탈출카페,마에스트로,감성,3,60,2019.3.2,2,6,http://withescaper.com/file/theme/3_a.jpg,http://withescaper.com/layout/res/home.php?go=rev.make&s_theme_num=3,"서대문 경찰서의 신참인 당신은 선배의 월차로 인해서 선배가 맡았던 사건인
신촌역에서 소란을 피우는 노인을 대신 조사하게 된다. 
10년이 넘게 신촌 만남의 장소에서 기타 치는 노인은
이번이 처음 온 게 아닌 수 차례 소란을 피웠다는 사실을 알게 되고
이 노인을 조사하게 되는데..",2,2.5,0,0,0
1241,서울,신촌,위드방탈출카페,스쿨 오브 락,추리,3,60,2019.3.2,2,6,http://withescaper.com/file/theme/2_a.jpg,http://withescaper.com/layout/res/home.php?go=rev.make&s_theme_num=2,"세계적인 명문 방탈출 학교 School Of Lock!
그곳에 입학 신청서를 낸 당신은 서류전형에 합격하고 입학시험을 보기 위해 학교를 방문하게 된다.
어렵기로 유명한 입학시험 !
교장선생님이 심혈을 기울여 만든 문제들과 선배들의 환영인사를 무사히 해결하고
입학시험에 합격해 School Of Lock에 입학할 수 있을 것인가",0,0,0,0,0
1242,서울,홍대,위욜,즐거운 나의 집,스릴러,3,60,2022.10.17,2,4,https://weyol.com/file/theme/1_a.jpg,https://weyol.com/layout/res/home.php?go=rev.make&s_theme_num=1,"지금은 비어있는 나의 옛 집.

오랜만에 내려가 짐을 정리하던 중

수상한 흔적이 발견되기 시작했다.",15,3.65,4.4,1.63,2.5
1243,서울,홍대,위욜,디어 마이 프렌드,판타지,3,70,2022.3.16,2,6,https://weyol.com/file/theme/2_a.jpg,https://weyol.com/layout/res/home.php?go=rev.make&s_theme_num=2,어린시절 친구로부터 한통의 편지를 받았다.,0,0,0,0,0
1244,서울,강남,이룸에이트,낯선 가족,스릴러,4,60,2016.5.27,2,5,https://eroom8.co.kr/file/theme/12_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=12,낯선 그녀가 나를 남편이라 부른다,6,1.65,3.75,0.5,0
1245,서울,강남,이룸에이트,나비효과 2,추리,3,60,2016.10.10,2,5,https://eroom8.co.kr/file/theme/8_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=8,과거로 돌아가 아버지를 구해야 한다,0,0,0,0,0
1246,서울,강남,이룸에이트,죽지않아,코미디 에로,3,60,2020.5.16,2,5,https://eroom8.co.kr/file/theme/7_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=7,좌충우돌 대환장 고백작전!,0,0,0,0,0
1247,서울,강남,이룸에이트,나의 계획은,드라마,3,60,2021.5,2,5,https://eroom8.co.kr/file/theme/1_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=1,"미안하지만, 네가 비켜줘야겠어!",13,2.7,3.25,1,0.67
1248,서울,강남,이룸에이트,아이엠 유튜버,코미디,3,60,2021.6.30,2,5,https://eroom8.co.kr/file/theme/4_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=4,넌 나에게 모욕감을 줬어!,12,2.5,2.8,0.67,0.08
1249,서울,강남,이룸에이트,고령화사회,추리,3,60,2021.12.10,2,5,https://eroom8.co.kr/file/theme/11_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=11,왜 그들은 죽음을 선택하는가?,36,3.75,2.65,0.52,0.45
1250,서울,강남,이룸에이트,스테이시,감성 판타지,4,60,2022.10.27,2,5,https://eroom8.co.kr/file/theme/10_a.jpg,https://eroom8.co.kr/layout/res/home.php?go=rev.make&s_theme_num=10,"별을 다 세어도 잠이 오지 않을 때,
스테이시, 재즈를 틀어 줘",9,2.2,3.5,1.33,0.1
1251,서울,홍대,이스케이퍼스 1호점,붉은머리연맹,잠입/탈출 스릴러,3,60,2017.2.16,1,4,http://www.escapers.co.kr/storage/z0jgDkCC6pajhjY8LwxsbHyjE3qIef5RP3JsJ112.jpeg,http://www.escapers.co.kr/reservation/1,"가난, 질병, 전쟁과 싸우고 평화 수호를 추구하는 단체. 붉은 머리 연맹.
그들은 과거에 짙은 붉은 머리를 하고, 붉은 색만을 숭배했다.
하지만, 어느 날부턴가 모든 사람들을 수용했고 대부분의 사람들이 연맹에 가입했다.

그들에 대항하는 소수의 사람들은 연맹의 비밀스런 계획을 파헤치려 한다.
조력자는 연맹의 비밀장소를 알아내 주었고 일시적으로 출입하는 방법을 알려준다.

오늘 밤, 우리는 잠입하기로 마음먹었다.",9,0,3,0,0
1252,서울,홍대,이스케이퍼스 1호점,싸이코메트리,스릴러 추리,5,60,2017.4.8,1,5,http://www.escapers.co.kr/img/theme2-1_lg.jpg,http://www.escapers.co.kr/reservation/1,"서울에서 일어난 4건의 살인사건은 동일범의 소행으로 판단된다.
그리고 나의 애인은 첫 번째 살인사건의 피해자였다.
살인범을 조사하기 위해 기자생활을 다시 시작하였지만, 치밀하고 주도면밀한 그의 흔적은 찾을 수 없었다.
하지만 익명의 제보자는 그에 대한 정보를 주었고, 그가 집을 비운 틈을 타 집안을 조사하려는 순간.
머리가 아파지며 문 앞에서 정신을 잃었다.
문고리를 잡자, 갑자기 어떤 장면이 보이기 시작한다.
한 번도 경험해보지 못한 상황에 당황할 틈도 없이, 나는 문을 열고 들어간다.",13,2.3,4.08,1.63,0.9
1253,서울,홍대,이스케이퍼스 1호점,RS의 밀실 Normal,추리,3,60,2017.2.13,1,4,http://www.escapers.co.kr/storage/6XTiy9JF80G99SP75DphhCBETlii1l1O42ocFFzh.jpeg,http://www.escapers.co.kr/reservation/1,"10여년 간 추리, 퍼즐 고수들을 찾고 있던 RS.
마침내 때가 되었고, ESCAPERS에서 빛나는 두뇌를 가진 플레이어를 모십니다.
방탈출의 기본기를 쌓을 수 있는 장치 & 문제 방입니다.",0,0,0,0,0
1254,서울,홍대,이스케이퍼스 1호점,RS의 밀실 SPEED RUN,추리,5,120,2020.7.19,1,4,http://www.escapers.co.kr/storage/6XTiy9JF80G99SP75DphhCBETlii1l1O42ocFFzh.jpeg,http://www.escapers.co.kr/reservation/1,"시간이 부족하다.
어떻게 접근해야하고,
어디까지 생각해야 하는걸까.
난 이제 한계에 다다른 것일까...",0,0,0,0,0
1255,서울,홍대,이스케이퍼스 1호점,서커스: 공중그네,공포,3,60,2017.11.10,2,4,http://www.escapers.co.kr/storage/6XTiy9JF80G99SP75DphhCBETlii1l1O42ocFFzh.jpeg,http://www.escapers.co.kr/reservation/1,"화려한 조명이 반짝이던 오래된 서커스 공연장
어느 날 공중그네를 타던 서커스 단원이 추락사했다.
그녀의 죽음으로 인해 서커스장은 막을 내렸고, 오랜 시간이 흘렀다.
세계 제일의 곡예사를 꿈으로 가지고 있던 당신은 언니의 죽음을 눈앞에서 보았고,
그 꿈을 접게된지도 15년이 흘렀다.
무심코 걷다가 도착한 옛날 그 서커스 공연장은 예전 그대로였다.
하지만 이미 누군가 온건지 서커스장 조명이 켜져있다.",19,1.3,2.8,1.38,2.3
1256,서울,홍대,이스케이퍼스 1호점,라이브,공포 스릴러,4,80,2019.8.27,2,4,http://www.escapers.co.kr/storage/xg4YNo5Tf4JvsGKFnY7JmcyejFscwK5g0Tu1MiT3.jpeg,http://www.escapers.co.kr/reservation/1,"BJ 라이브와 함께 방송하고 싶다면 언제나 찾아와주세요.
라이브 스튜디오의 문은 항상 열려있습니다.",20,2.25,3.25,2.13,2.83
1257,서울,홍대,이스케이퍼스 2호점,네모네모 마믈메는 무슨밀미 밌멌믈까,아케이드,3,50,2019.5.11,1,5,http://www.escapers.co.kr/img/theme6_lg.jpg,http://www.escapers.co.kr/reservation/2,■ GAME START ■,21,2.6,3.06,1.93,0.94
1258,서울,홍대,이스케이퍼스 2호점,멍스타그램,드라마,4,60,2019.10.17,1,5,http://www.escapers.co.kr/storage/HzWYAxJzfwSNSNGU8BL8aFY6kPY5DM0tyt9893YU.jpeg,http://www.escapers.co.kr/reservation/2,"""당신은 개를 좋아하시나요?""
당신은 모르는 개들의 은밀한 SNS.
고양이를 더 좋아하셔도 보여는 드릴게요!",24,2.1,2.75,1.64,0
1259,서울,홍대,이스케이퍼스 2호점,인생낚시,?,4,60,2019.12.16,1,4,http://www.escapers.co.kr/storage/wpTdsIXelb977DXw1c9hvfhlHsU2TUX22NwXxHsf.jpeg,http://www.escapers.co.kr/reservation/2,"내 이름은 김낚시
고향에서 검은빛 바다를 보며 생각에 잠겼다.
한 낚시꾼이 다가와 어디까지 낚아봤냐고 물었다.
바다낚시 때 검은수염고래까지 낚아봤다고 했더니,
아직 멀었다며 자신이 낚은 낚시컬렉션을 보여줄테니
자신의 낚시배인 낚낚배에 타라고 했다.
낚낚배는 '낚''낚'소리를 내며 천천히 움직였다.
낚시꾼은 어디갔을까?",17,2.95,4.2,1.87,0.15
1260,서울,홍대,이스케이퍼스 2호점,만약 당신이 길을 잃었다면,드라마,3,90,2020.4.30,1,4,http://www.escapers.co.kr/storage/BynRkulZhYpswilHnTdTBz9roiXawl6OYd57lBrg.jpeg,http://www.escapers.co.kr/reservation/2,"어린 시절을 떠올렸다.
새하얀 도화지를 꺼내 색연필로 바탕을 그렸다.
물감을 짜서 색깔도 입혔다.
하지만 도화지는 계속 새하얀 색이었다.
오늘은 어째서일까
도화지에 그린 그림이 눈에 들어왔다.
그제서야 지금 꼭 해야할 일이 떠올랐다.",23,4.55,2.14,2.92,0
1261,경상,대구,이스케이퍼스 대구점,멍스타그램,드라마,3,60,2022.1.4,2,5,https://escapersd.com/storage/1wf88SSPK2N4oKIGDLdqro9RpQ8gQ5HfhqXHxNQ0.jpg,https://escapersd.com/reservation/9,"""당신은 개를 좋아하시나요?""
당신은 모르는 개들의 은밀한 SNS.
고양이를 더 좋아하셔도 보여는 드릴게요!",7,3.55,0,0,0
1262,경상,대구,이스케이퍼스 대구점,폰부스,공포,3,60,2022.1.5,2,5,https://escapersd.com/storage/2p7Xk7TMQ1qGxGzz2gYthFf5e17rhNS0E632b2vl.jpg,https://escapersd.com/reservation/9,"내 여자친구 수현이...
그 날 도대체 수현이에게 무슨 일이 있었던걸까.
수현이 근처에서 어슬렁 거리던 그 놈 짓이 분명하다.",6,1.65,3,0,0.5
1263,경상,대구,이스케이퍼스 대구점,웰컴 투 캔디샵,아케이드,4,60,2022.1.4,2,5,https://escapersd.com/storage/3wwWbiXwiI7mJ5oOPpNZUrJEIdoq3G7v3VbLNiH2.jpg,https://escapersd.com/reservation/9,"잠을 못 잔지가 벌써 1년이다.
저번에 그놈이 준 마법캔디만 있으면 되는데
오늘이 영업 마지막 날이라니.
내가 훔쳐서라도 만들고만다.
숙면캔디!!!!",5,0,0.5,0,0
1264,경상,대구,이스케이퍼스 대구점,돈싱크,스릴러,5,60,2022.1.29,2,5,https://escapersd.com/storage/IRKiCKvQWbS2bCzZHxP0h4o1jzEYeAZaRqHf0qxn.jpg,https://escapersd.com/reservation/9,"전 세계에 바이러스가 퍼졌다.
공기중으로 전파되는 바이러스는 감염시
아무것도 생각하기 싫은 강력한 무기력을 느끼게 된다.
난 오늘부터 이 지하벙커에 생활하게 되었다.",7,2.85,4,0,0
1265,경상,대구,이스케이퍼스 대구점,서커스: 동성극단의 사정,공포,4,60,2022.3.8,2,5,https://escapersd.com/storage/0MTdK2ifMpQuDzpjuMPha5I3LQauoTd8FuQuQgJ1.jpg,https://escapersd.com/reservation/9,"동성로에 서커스장이 오픈했다는 소문을 들었다.
오픈 기념으로 무료 공연을 한다고 하여 친구들과 보러 가기로 했다.
설레서 잠이 오지 않는다.

그런데 뭔가 이상하다..
분명 동성극단은 몇 년 전 사라졌는데?",4,2.5,2,0,0.1
1266,경상,대구,이스케이퍼스 대구점,끝까지 간다,액션,6,75,2022.3.25,2,5,https://escapersd.com/storage/iUKQ4dMUnzXq5V6Uhl6kThajx60ZLJp3BZ9EA7LX.jpg,https://escapersd.com/reservation/9,"나는 38기동대의 엘리트 세금 징수원이 되는 것이 목표이다.
얼마 전 친한 후배가 고액체납자 K의 집에서 빈손으로 돌아왔다고 하며 도움을 청했다.
이번 업무만 잘 마무리하면 나도 엘리트 세금 징수원이 될 수 있다.

이번에야말로 나의 능력을 보여주겠어.
반드시..!",7,3.55,4.5,2.5,0
1267,서울,홍대,이스케이프 하우스,사라진 목소리,미스터리 스릴러,5,60,2017.10.18,2,6,http://www.escapehouse.co.kr/img/bg6.jpg,http://www.escapehouse.co.kr/list.php,"한밤중에 녹음실에서 음반을 제작하던 가수가 사명하였다.
사건의 정황을 파악하기 위해 찾아간 녹음실에서 누군가 당신을 기다리고 있는데...

녹음실에 남겨진 의문의 목소리!
목소리의 주인공은 누구인가?",0,0,0,0,0
1268,서울,홍대,이스케이프 하우스,미드 나이트,미스터리 스릴러,3,60,2016.8,2,6,http://www.escapehouse.co.kr/img/bg4.jpg,http://www.escapehouse.co.kr/list.php,"우연히 마약 밀거래 현장을 목격하여 범죄 조직의 타겟이 되었다.
삼엄한 감시망을 뚫고 이곳을 탈출하여 사건의 진상을 밝힐 수 있을 것인가...

일거수 일투족을 감시당하는 상황!
기상 천외한 탈주극을 펼처라!",0,0,0,0,0
1269,서울,홍대,이스케이프 하우스,임파서블,미스터리 스릴러,4,60,2016.6.1,2,6,http://www.escapehouse.co.kr/img/bg2.jpg,http://www.escapehouse.co.kr/list.php,"누군가 나를 이용해 범죄를 저지르려 하고 있다.
살아남기 위해서는 은행 금고로 잠입해야 하는데...

눈을 떠보니 배수로였다!
누가? 왜 나를? 발밑에선 물이 차오른다!",2,5,0,0,0
1270,서울,홍대,이스케이프 하우스,3인의 저주,미스터리 스릴러,3,60,2016.6.1,2,6,http://www.escapehouse.co.kr/img/bg8.jpg,http://www.escapehouse.co.kr/list.php,"마법에 걸려 신비의 숲으로 순간 이동하게 된 당신.
눈앞에 보이는 거대한 성에 숨겨진 비밀을 풀어야 다시 현실 세계로 돌아갈 수 있는데...

아론의 성에 갇힌 세 명의 마법사!
고대 문서의 비밀을 파헤쳐라!",0,0,0,0,0
1271,경기/인천,부천,이스케이프나인,잠입 명령,잠입/탈출,3,60,2016.9.30,2,6,http://escape9.co.kr/upload_file/product/10000_15823_0.jpg,http://escape9.co.kr/reservation/index.asp?roomidx=107,"우리는 매년 전 세계를 경악시키는 범 국제 범죄 조직 MJS의 내부에 요원을 잠입시키는데 성공했습니다. 
최근에 얻은 신빙성 있는 정보에 따르면 테러자금 확보를 위해 천문학적인 가치를 지니는 그라프 다이아몬드,
이름하여 비텔스 바흐(Wittelsbach)를 탈취할 계획에 있다고 합니다. 
비텔스 바흐는 오늘 정오 서울에 들어올 예정이며 다음 주부터 일반 공개를 앞두고 있습니다. 
보안에 취약한 한국의 박물관에서 보석을 탈취하는 것이 MJS의 목표라는 첩보가 입수되었습니다. 
당신의 임무는 보석을 탈취하고 위치추적장치 GPS가 달린 가짜로 바꾸는 것입니다.
이 모든 것은 비공식적이고 극비리에 진행되어야 하며 귀하는 직접 팀을 꾸려야 합니다. 
잠입 시간은 20시 00분으로, 경비원의 교대시간을 틈타 들어가시기 바랍니다.",0,0,0,0,0
1272,경기/인천,부천,이스케이프나인,폐쇄된 외계인 실험실,SF,4,60,2016.12.21,2,6,http://escape9.co.kr/upload_file/product/10001_15835_0.jpg,http://escape9.co.kr/reservation/index.asp?roomidx=108,"몇 개월 전 우리의 감시위성이 우연히 우크라이나와 벨라루스의 국경 인근의 한 건물에서
특이한 파장이 방출되는 것을 감지했습니다. 
이 파장은 지금까지 단 한번도 측정된 적이 없는 새로운 패턴의 파장으로 현재 분석이 불가능 한 상황입니다. 
해당 건물은 체르노빌 원전폭팔로 1986년 이후 30년간 폐쇄되어 있었으며
제2차 세계대전 당시 소련의 외계인에 관한 연구시설로 활용되었던 것으로 기록되어있습니다. 
믿을 수 없겠지만 여러 국가에서 외계인에 대한 연구가 오래 전부터 계속되었고
이 시설에 관하여 몇몇 구소련 국가들에서 심상치 않은 움직이 포착되었습니다. 
당신의 임무는 타국 기관들에 한 발 앞서 이 연구소를 조사하는 것입니다. 
해당 좌표로 지금 당장 출발해주시기 바랍니다.
해당 위도<51°18'50.1N 30°21'27.3E> ",0,0,0,0,0
1273,경기/인천,부천,이스케이프나인,그 남자 그 여자의 사정,잠입/탈출,3.5,60,2016.6.30,2,6,http://escape9.co.kr/upload_file/product/10002_172146_0.jpg,http://escape9.co.kr/reservation/index.asp?roomidx=109," 오늘은 우리 부부의 세번째 결혼기념일이다.
4년 전 임무 차 갔었던 발레 공연장에서 그녀를 처음 만났던 그 날이 생생하다.
순백의 발레복처럼 순수하고 하얗게 빛나는 사람이었다.
요원으로서의 교육 중에 러시아어가 있었던 것은 신께 감사드릴 일이다.
첫눈에 반해 청혼까지 하게 되었고
조직에서는 요원으로서 가정을 가지는 것에 대해 상당한 우려를 보였지만,
내 의지가 워낙 강했기 때문에 결국 결혼에 성공 하게 되었지…..

 하지만 몇 일 전부터 아내의 행동이 조금 이상하다.
임무가 취소되어 예상보다 먼저 갑작스럽게 집에 돌아왔던 지난 주에도
아내는 내가 집에 돌아 온지 하루가 지나서야 집에 들어왔다.
그리고 조직으로부터 보내져 온 한 장의 사진…
러시아에 공연을 간다던 그녀가  왜 런던의 공항에 있었을까.
결혼 기념일 저녁에는 늦지 않겠다던 그녀가 약속시간에 맞춰 돌아온다면 이제 한 시간쯤 남았다.
사진을 받고 고민하기를 하루. 처음으로, 그녀의 방에 들어가봐야겠다.  ",0,0,0,0,0
1274,경기/인천,부천,이스케이프나인,그 남자 그 여자의 사정,잠입/탈출,3.5,60,2016.6.30,2,6,http://escape9.co.kr/upload_file/product/10003_172223_0.jpg,http://escape9.co.kr/reservation/index.asp?roomidx=110,"오늘은 우리 부부의 세번째 결혼기념일이다.
4년 전 임무 차 갔었던 발레 공연장에서 그 이를 처음 만났던 그 날이 생생하다.
친절하고 젠틀하며 위트있던 그 사람.
첫눈에 반해 내가 먼저 청혼까지 하게 되었고
조직에서는 요원으로서 가정을 가지는 것에 대해 상당한 우려를 보였지만,
내 의지가 워낙 강했기 때문에 결국 결혼에 성공 하게 되었지...

하지만 몇 일 전부터 남편의 행동이 조금 이상하다.
임무가 취소되어 예상보다 먼저 갑작스럽게 집에 돌아왔던 지난 주에도
그이는 내가 집에 돌아 온지 하루가 지나서야 집에 들어왔다.
그리고 조직으로부터 보내져 온 한 장의 사진…
아프리카에 고고학 발굴현장을 갔다던 그는 왜 런던의 공항에 있었을까. 
혼 기념일 저녁에는 늦지 않겠다던 그가 약속시간에 맞춰 돌아온다면 대략 한 시간쯤 남았다.
사진을 받고 고민하기를 하루. 처음으로, 그의 방을 들어가봐야겠다.",0,0,0,0,0
