지역(대),지역(소),매장명,테마명,장르,난이도,시간,내용,최소인원,최대인원,메인사진,예약URL,오픈일,추천율,인원,유저_난이도,유저_공포도,유저_활동성
전라,전주,키이스케이프 전주점,살랑살랑 연구소,감성,3.5,60,"사랑만 하기에도 부족한 세상.
지금, 당신은 사랑을 하고 있나요?
세상에는 정말 많은 종류의 사랑이 있죠.
연인과의 사랑, 부모와 자식간의 사랑, 형제자매의 사랑, 친구들과의 사랑..
살랑살랑연구소는 이런 모든 사랑을 세상에 널리 퍼트려서 서로가 사랑하는 세상을 만들고자 설립되었습니다.
살랑살랑 불어오는 봄바람처럼 살랑살랑 연구소와 함께라면 여러분도 사랑을 찾으실 수 있을거에요.
사랑에 관한 모든것을 도와드립니다.
그럼 오늘도 출근해볼까요?",1,6,https://keyescape.co.kr/file/theme_info/6_a.jpg,https://keyescape.co.kr/web/home.php?go=rev.make,2018.8,3.35,9,0,0,0
전라,전주,키이스케이프 전주점,사라진 목격자,스릴러,4.5,60,"친구와 함께 오르던 산에서 갑자기 쏟아지는 폭설로 길을 잃었다
엎친 데 덮친격으로 큰부상까지 입은 친구.
죽을고비를 넘기며 가까스로 발견하게 된 이 곳,
산장에서 어떻게든 구조요청을 해야 한다.

그런데 여기.....뭔가 이상하다.",1,6,https://keyescape.co.kr/file/theme_info/8_a.jpg,https://keyescape.co.kr/web/home.php?go=rev.make,2018.7,1.9,8,1.83,1.67,1
서울,홍대,키이스케이프 홍대점,고백,?,5,85,"아직도 기억나. 널 처음봤던 그 순간.
가만히 서 있는 뒷모습조차 너무나 귀여웠어.
한눈에 알아차렸지. 우린 너무나 잘 맞을 거란 걸.
제대로 시작도 못해보고 널 이렇게 떠나보낼 수 없어.

지금, 만나러 갑니다.

※활동성이 상당히 높은 테마이므로, 반드시 편한 복장/운동화 착용을 권장합니다.(구두/치마 비추천)
※고백 테마 2인 부터 플레이 가능하시나, 추천인원은 3인이상입니다.",2,6,https://keyescape.co.kr/file/theme_info/23_a.jpg,https://keyescape.co.kr/web/home.php?go=rev.make,2019.1,3.45,35,4.34,0.43,4.06
서울,홍대,키이스케이프 홍대점,삐릿뽀,모험,4,75,"삐릿삐리...삐삐...삐...삐리리리리리!
삐리리리릿 삐리리 삐리뽀리 삐릿-뽀!",2,6,https://keyescape.co.kr/file/theme_info/21_a.jpg,https://keyescape.co.kr/web/home.php?go=rev.make,2018.11.24,4.45,45,3.85,0.02,2.75
서울,홍대,키이스케이프 홍대점,홀리데이,판타지,4,60,오늘은 홀리데이.,2,6,https://keyescape.co.kr/file/theme_info/22_a.jpg,https://keyescape.co.kr/web/home.php?go=rev.make,2018.12.13,3.65,30,3.68,0.23,2.75
경상,창원,타임이스케이프,극한탈출,?,4,60,"재미있다고 소문난 타임이스케이프에 늦은시간에 체험하러 왔는데,
직원들이 우리를 잊고 퇴근을 했다?!
나름 방탈출 만렙인 우리들이 방탈출카페에서 무사히 탈출하기!

우리들의 방탈출 레벨을 확인할 수 있는 테마입니다.
100% 최첨단 장치로 이루어진 테마로, 남녀노소 누구나 게임을 즐길수있는 테마입니다.",2,6,https://timeesc.com/timeesc/room/upload/time2019799916.jpg,https://timeesc.com/booking.html?room_idx=16#,2019.7,0,0,0,0,0
경상,창원,타임이스케이프,크라임씬,추리,3.5,60,"저택에서 벌어진 밀실살인사건!
범인은 피해자를 살인하고 어디로 사라진 것일까? 범인은 과연 누구일까?

흥미진진한 게임중에 서서히 범인의 윤곽이 밝혀지고....
방탈출게임과 추리게임의 절묘한 만남.
크리임 씬!",2,6,https://timeesc.com/timeesc/room/upload/time927258164.jpg,https://timeesc.com/booking.html?room_idx=10,2017.7.2,0,0,0,0,0
경상,창원,타임이스케이프,7번방의 비밀2,범죄,4.5,60,"7번방에 수감되어 있던 죄수들은 7번방에 비밀탈출통로를 만들어 놓고
밤마다 바깥세상에 나가 범죄를 저지르며 엄청난 돈을 벌어들였다.
꼬리가 길면 밟히는 법,
결국 범죄가 들통난 7번방의 죄수들은 무거운 중형을 받고 다른 교도소로 이감되었고,
7번방은 폐쇄되었습니다.
7번방에 몰래 잠입 잠입하여 최대한 많은 돈을 훔쳐라!!",2,6,https://timeesc.com/timeesc/room/upload/time399473960.jpg,https://timeesc.com/booking.html?room_idx=12,2017.12.23,0,0,0,0,0
경상,창원,타임이스케이프,학교<야자탈출>,모험,4,60,"중요한 약속이 있었지만 야간자율학습때문에 약속을 지키지 못하게 되었다.
그런데 마침 담임선생님이 외출을 하였다는 소식을 듣게 되었다.
선생님은 1시간후에 돌아 오신다고 한다.
선생님이 오시기전에 몰래 학교를 탈출해야 한다....",2,6,https://timeesc.com/timeesc/room/upload/time127693627.jpg,https://timeesc.com/booking.html?room_idx=15,2018.12.3,0,0,0,0,0
경상,창원,타임이스케이프,크라임씬3(보복 살인사건),추리,5,60,친구를 살해한 범인을 죽인 사람은 누구인가?,2,6,https://timeesc.com/timeesc/room/upload/time2093611749.jpg,https://timeesc.com/booking.html?room_idx=17,2020.12.19,0,0,0,0,0
경상,창원,타임이스케이프,폐쇄병동2,공포 스릴러,3.5,60,"단짝친구 SARAH가 몇일째 연락이 되지 않아 근무지인 정신병원으로 오게 되었다.
여기저기 수소문을 하며 찾아간곳은 병원에서 폐쇄병동이었다.
SARAH는 실종이 된 것이 아니라 살해된 것을 알게 되었습니다.
누가 SARAH를 죽인것일까!!!!!!",2,6,https://timeesc.com/timeesc/room/upload/time1995259615.jpg,https://timeesc.com/booking.html?room_idx=13,2018.7.2,0,0,0,0,0
서울,영등포,탈출브라더스,미녀와 야수2,판타지 추리,5,60,"야수와 미녀의 해피엔딩으로 끝난줄 만 알았던 동화속 야수의
성에서 살인사건이 발생했다.
피해자는 바로 성주인 ‘야수’.
과연 성주인 ‘야수’를 죽인 범인은 누구일가?",2,6,https://escapebro.co.kr/file/theme/6_a.jpg,https://escapebro.co.kr/layout/res/home.php?go=rev.make&s_theme_num=6,2019.7,0,0,0,0,0
서울,영등포,탈출브라더스,도둑들,잠입/탈출,4,60,"유명화가의 희귀품만 전시해서
그 가치가 높은 미술관 몽블랑.
이곳은 보안으로도 유명해 한번도 도둑맞은 적이 없었다.
주어진 시간은 한시간! 미술관을 털어라!",2,6,https://escapebro.co.kr/file/theme/1_a.jpg,https://escapebro.co.kr/layout/res/home.php?go=rev.make&s_theme_num=1,2017.10.,0,0,0,0,0
서울,영등포,탈출브라더스,혼: 원혼의 저주,공포,4,60,"12년 전 문을 닫은 폐병원.
그 곳에 들어간 사람들중 누구도 살아서
나오지 못했다는 흉흉한 소문에 궁금증이 생긴 당신.
인적이 끊긴 병원에 찾아가보기로 하는데...
병원 입구에서부터 풍기는 오싹하고 음침한 기운.
들어가자마자 갇히고 만다. 당신은 원혼의 저주를 풀고
이 곳에서 빠져나갈 수 있을 것인가?",2,6,https://escapebro.co.kr/file/theme/5_a.jpg,https://escapebro.co.kr/layout/res/home.php?go=rev.make&s_theme_num=5,2017.10.,0,0,0,0,0
서울,영등포,탈출브라더스,파라오의 비밀,모험,4,60,"가장 많은 재보를 가졌던 람세스3세의 보물을 얻기 위해
시간여행을 떠난 당신.
여태 것 수많은 이들이 신들의 저주를 피하지 못하였다.
과연 당신은 부와 명예를 얻고
무사히 탈출 할수 있을 것 인가?",2,6,https://escapebro.co.kr/file/theme/3_a.jpg,https://escapebro.co.kr/layout/res/home.php?go=rev.make&s_theme_num=3,2017.10.,0,1,0,0,0
서울,영등포,탈출브라더스,지하감옥,스릴러,3,60,"""......여기는 대체 어디지?"" 정신을 차려보니
끔찍한 지하감옥에 갇혀 있는 당신
""게으름은....곧....죄악이다..?"" ""제한시간 1시간을...주지..?""
지하감옥을 거쳐 간 사람들이 남긴 흔적과 단서.
의문은 더해져만 가는데... 1시간 이내에 이 곳을 나가지
않으면 나도 저들처럼 되고 말거야!",2,6,https://escapebro.co.kr/file/theme/2_a.jpg,https://escapebro.co.kr/layout/res/home.php?go=rev.make&s_theme_num=2,2017.10.,0,0,0,0,0
서울,영등포,탈출브라더스,빛과 그림자,추리,2,60,"세계적인 작가 화이트, 그의 옆에는 그림자와 같은 존재인 블랙이 있었다.
그는 일평생을 천재작가의 그늘에서 사는데..
전세계 독자들을 슬프게 만든 화이트의 죽음,
그 뒤로 언젠가부터 블랙의 소식도 사라지게 되고.
당신은 왠지 이 사건이 화이트의 죽음과 무관하지 않을 거란 생각이 들어,
화이트의 방을 다시 조사하기 시작한다.",2,6,https://escapebro.co.kr/file/theme/4_a.jpg,https://escapebro.co.kr/layout/res/home.php?go=rev.make&s_theme_num=4,2018.11~12,0,0,0,0,0
서울,신촌,탐정크루 1호점,해적선,액션,2,45,"신비의 보물섬지도`를 가지고 있는 해적선장 크로우.
지도를 훔치기 위해 누군가가 해적선장의 방에 침입했다.
음산한 분위기와 코를 찌르는 냄새.
어서 보물지도를 찾아 탈출해야 한다. 하지만..
보물지도를 찾기는 커녕 해적선장의 트릭에 빠지고 만다.
수많은 사람들이 지도를 훔치기 위해 안달이 나있다는 걸 알고 있는 해적선장.
침입자가 빠져나오지 못하도록 미리 트릭을 설치해둔 것이다.
이제 몇 분 뒤면 해적선장이 들이닥칠 것이다.
어서 이곳을 탈출해야 한다!

(방탈출을 0~3번정도 해본 입문자 분들께 권해드리는 테마!입니다)",2,5,http://crewescape.com/upload_file/thema/1.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S2&R_THEMA=esc_01,2017.1.22,0,0,0,0,0
서울,신촌,탐정크루 1호점,방과 방 사이,추리,3,50,"방과 방 사이
미스테리로 남아 있는 두개의 방..
예전에 이곳은 사람들이 모여 음악을 즐기던 작은 클럽이였다.
하지만 불법적인 약이 유통되고 있다는 소식을 접한 형사들이
클럽을 수색했고 그곳엔 아무도 없었다.
결국 아무것도 발견하지 못하고 돌아가려고 할 때
왠지 수상해 보이는 방들..
이곳에는 어떤 비밀이 숨겨져 있는걸까?",2,5,http://crewescape.com/upload_file/thema/5.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S2&R_THEMA=esc_05,2018.5,0,0,0,0,0
서울,신촌,탐정크루 1호점,크라임씬2: 거꾸로 방의 비밀,추리,4,50,"2인 : 방탈출모드
3인이상 : 방탈출 + 범인잡기 (크라임씬 모드)

2018년 10월 16일 저녁 9시 사건 발생..
알 수 없는 형태의 방에서 한 남성이 숨진 채 발견되었다.
책장은 거꾸로 매달려 있고, 책상은 벽에 붙어있고..
꼭 방이 뒤집어진 것 같다..
특이한 구조의 방에는 뭔가 특별한 것이 숨겨져 있는 것 같다..
범인은 이방의 비밀을 알고 있는걸까?",2,5,http://crewescape.com/upload_file/thema/4.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S2&R_THEMA=esc_04,2017.11,0,0,0,0,0
서울,신촌,탐정크루 2호점,초코의 왕,추리,2,50,"평소에 초콜릿을 좋아하던 허쉬.
세상에서 가장 맛있는 초콜릿을 만들기 위해 연구하기 시작했다.
결국 최고의 초콜릿을 만들어 `초코의 왕`이 되었지만
당뇨병으로 일찍 세상을 떠나고만다..
죽기전 최고의 초콜릿을 본인의 연구실에 숨겨둔 허쉬.
이제 유통기한이 하루밖에 남지 않았다.
최고의 초콜릿 `허쉬초코`를 탈환하고 이곳을 탈출해야 한다.",2,5,http://crewescape.com/upload_file/thema/8.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S3&R_THEMA=esc_08,2019.1,0,1,0,0,0
서울,신촌,탐정크루 2호점,대저택의 비밀,추리,2,50,"누구나 한번쯤 살고 싶어한다는 ‘프랑키의 대저택’
하지만 이곳에는 좋지않은 소문이 무성했다. 당시 마을에는 아이들의 실종사고가
많았고 평소 아이들에게 잘해주던 프랑키 부부가 이사건과
연관이 있다고 생각한 마을사람들..
결국 프랑키 부부를 신고했고 경찰이 수사를 했지만 어떠한 증거도 찾지 못했다.
그후 프랑키 부부는 마을을 떠났고 비밀을 간직한 프랑키의 대저택만 남겨진채
수십년이 흘렀다.
과연.. 프랑키 부부는 이사건과 연관이 있는걸까? 대저택에는 어떤 비밀이 있을까?
대저택을 찾은 우리는 가장 깊숙한 곳으로 들어가 보았다.",2,5,http://crewescape.com/upload_file/thema/6.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S3&R_THEMA=esc_06,2019.1,0,1,0,0,0
서울,신촌,탐정크루 2호점,소년의 마음,추리,3,50,"더이상 사람들과 말을 하지 않는 한 소년이 있다..
이제 막 중학생이 된 소년은 스스로 목숨을 끊으려다 구출되었고
언제나 밝기만 했던 소년의 비밀을 밝혀내기 위해 우리는
소년의 마음속 깊은 곳으로 들어간다..
하지만 마음의 문을 굳게 닫아버렸고.. 소년의 마음속에
있을 수 있는 시간은 얼마 주어지지 않았다.
소년의 마음에 들어가 모든 기억을 조각맞춰서
소년을 구해내야 한다..",2,5,http://crewescape.com/upload_file/thema/7.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S3&R_THEMA=esc_07,2019.1,0,1,0,0,0
서울,신촌,탐정크루 2호점,출근길,추리,3,45,"수많은 사람들이 오고 가는 출근길.
매일 같은시간 수십년을 출퇴근 해오던 형이 사라졌다..
사라지기 전날 나에게 하던 말이 기억에 남는다..
""어디론가 사라지고 싶다..""
형은 정말 이대로 사라진걸까?
형의 수첩에 남아있던 작은 단서 하나.. 출근길 지하121번
나는 형을 찾으러 출근길에 나선다.",2,5,http://crewescape.com/upload_file/thema/9.jpg,http://crewescape.com/sub/code_sub04_1.html?R_JIJEM=S3&R_THEMA=esc_09,2019.1,0,1,0,0,0
경상,대구,트랩코리아 대구월성점,고대 이집트,판타지,3,60,"가장 용맹한 팰콘신(매의 신)의 이름을 딴 ""호르""라는 파라오가 살고 있었습니다.
호르는 자신의 재치있고 영리한 두뇌를 항상 자랑스러워 했습니다.
수천의 노예를 희생한 끝에 25년 만에 피라미드를 완성한 후,
호르는 모든 지역의 왕들에게 시험을 제안 하였습니다.
굶어 죽기 전 피라미드를 탈출하는 군주에게 모든 이집트의 통치권을 준다는 조건이었습니다.
제르피라는 한 상인의 아들이 이 도전에 대해 듣고는
몰래 왕으로 변장하여 파라오의 시험에 첫번째로 도전했습니다.
제르피는 3일만에 피라미드를 탈출하였으나 신분위장을 발각한 호르는 제르피에게 사형을 선고합니다.
이를 본 팰콘신은 파라오에게 번개를 내리쳐서 얼굴을 영원히 흉측하게 만드는 형벌을 내립니다.
그 후로 이 시험에 도전하는 사람은 피라미드를 정복하지 못하면
파라오의 신뢰에 대한 대가로 목숨을 내놓아야 합니다
당신은 파라오의 시험에 도전할 용기가 있습니까?",2,5,https://naverbooking-phinf.pstatic.net/20180627_281/1530086831084YysYv_JPEG/20160702_204343.jpg?type=ff1242_816,https://booking.naver.com/booking/12/bizes/165274/items/2810567,2016.5.5,0,0,0,0,0
경상,대구,트랩코리아 대구월성점,중세시대,판타지,3,60,"어느 날 동쪽에서 온 신이 보낸 마법사가 아더왕의 성에 도착하여 신의 메세지를 전햇습니다.
""모든 기사는 국왕의 기사가 되기 위한 자격이 있는지 증명하기 위한 시험을 거쳐야 한다"".
마법사는 메시지를 전한 후, 눈이 먼 장인의 도움을 받아 성 지하에 위치한 던젼에 시험장을 건설했습니다.
그리고 이 시험을 통과하지 못하는 기사는 모든 기사로서의 특권과 직위를 반납하고
성을 떠나야 한다고 선언했습니다.
당신은 아더왕의 기사가 될 자격이 있습니까?",2,5,https://naverbooking-phinf.pstatic.net/20180627_205/1530086245639XObJ1_JPEG/20160702_195725.jpg?type=ff1242_816,https://booking.naver.com/booking/12/bizes/165274/items/2810581,2016.5.5,0,0,0,0,0
경상,대구,트랩코리아 대구월성점,비밀의 무덤,모험,4,60,"브렌트 채드윅은 매우 힘든 어린 시절을 보냈습니다.
불우한 어린 시절 탓에 정신이상이 된 브렌트는 어머니인 루실이 죽은 후에 비밀의 지하실로 도망가버렸고,
그 곳이 바로 지금 당신이 들어갈 곳 입니다.
피해 망상증에 시달리던 브렌트는 이 이상하고 으스스 한 곳에 온갖 함정을 설치했습니다.
여기서 빠져나가는 유일한 방법은 루실의 유골단지를 찾아서 탈출구의 비밀 번호를 알아내는 것 뿐입니다.
60분 후에도 당신이 여기 남아있다면 브렌트가 돌아오게 될 것이고 그 때는 당신을 더 이상 도울 수 없습니다.
부디 행운을 빕니다.",2,5,https://naverbooking-phinf.pstatic.net/20180627_175/1530086788541X18zr_JPEG/20160702_204430.jpg?type=ff1242_816,https://booking.naver.com/booking/12/bizes/165274/items/2810605,2016.5.5,0,0,0,0,0
경상,대구,트랩코리아 대구월성점,아마겟돈,SF,5,60,"지구는 지금 엄청난 속도로 지구를 향해 돌진하는 거대 소행성으로 인해 위험에 쳐해있습니다.
다행히 며칠 전 과학자들이 충돌 예상 궤도를 계산했고 대책을 만들어 냈습니다.
로켓을 소행성으로 발사하여 소행성과 충돌하게 한 후 궤도를 바꾸어
지구로부터 멀어지게 하는 것이 그들의 계획입니다.
하지만 불행하게도 지구의 로켓발사대는 대부분 운석들로 인해 파괴된 상태입니다.
버려진 지하 군사 벙커에 설치된 복원장치를 발견할 수 있는 것은 오직 당신의 팀밖에 없습니다.
당신 팀의 임무는 벙커를 발견하고 시스템이 어떻게 동작하는지 알아내어 늦기 전에 로켓을 발사하는 것입니다.
남은 시간은 60분!
인류의 운명은 당신 손에 달려있습니다.",2,5,https://naverbooking-phinf.pstatic.net/20180627_105/15300867550241a2b2_JPEG/20160702_204843.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/165274/items/2810616,2016.5.5,0,0,0,0,0
경상,울산,트랩코리아 울산점,고대 이집트,판타지,3,60,"가장 용맹한 팰콘신(매의 신)의 이름을 딴 ""호르""라는 파라오가 살고 있었습니다.
호르는 자신의 재치있고 영리한 두뇌를 항상 자랑스러워 했습니다.
수천의 노예를 희생한 끝에 25년 만에 피라미드를 완성한 후,
호르는 모든 지역의 왕들에게 시험을 제안 하였습니다.
굶어 죽기 전 피라미드를 탈출하는 군주에게 모든 이집트의 통치권을 준다는 조건이었습니다.
제르피라는 한 상인의 아들이 이 도전에 대해 듣고는
몰래 왕으로 변장하여 파라오의 시험에 첫번째로 도전했습니다.
제르피는 3일만에 피라미드를 탈출하였으나 신분위장을 발각한 호르는 제르피에게 사형을 선고합니다.
이를 본 팰콘신은 파라오에게 번개를 내리쳐서 얼굴을 영원히 흉측하게 만드는 형벌을 내립니다.
그 후로 이 시험에 도전하는 사람은 피라미드를 정복하지 못하면
파라오의 신뢰에 대한 대가로 목숨을 내놓아야 합니다
당신은 파라오의 시험에 도전할 용기가 있습니까?",2,4,https://naverbooking-phinf.pstatic.net/20180529_162/1527587036458pzGNj_JPEG/1459129205284.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/72634/items/2539773,2016.3.5,0,1,3.5,0,1.5
경상,울산,트랩코리아 울산점,중세시대,판타지,3,60,"어느 날 동쪽에서 온 신이 보낸 마법사가 아더왕의 성에 도착하여 신의 메세지를 전햇습니다.
""모든 기사는 국왕의 기사가 되기 위한 자격이 있는지 증명하기 위한 시험을 거쳐야 한다"".
마법사는 메시지를 전한 후, 눈이 먼 장인의 도움을 받아 성 지하에 위치한 던젼에 시험장을 건설했습니다.
그리고 이 시험을 통과하지 못하는 기사는 모든 기사로서의 특권과 직위를 반납하고
성을 떠나야 한다고 선언했습니다.
당신은 아더왕의 기사가 될 자격이 있습니까?",2,4,https://naverbooking-phinf.pstatic.net/20180529_162/1527587036458pzGNj_JPEG/1459129205284.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/72634/items/2539784,2016.3.5,0,0,0,0,0
경상,울산,트랩코리아 울산점,비밀의 무덤,모험,4,60,"브렌트 채드윅은 매우 힘든 어린 시절을 보냈습니다.
불우한 어린 시절 탓에 정신이상이 된 브렌트는 어머니인 루실이 죽은 후에 비밀의 지하실로 도망가버렸고, 그 곳이 바로 지금 당신이 들어갈 곳 입니다.
피해 망상증에 시달리던 브렌트는 이 이상하고 으스스 한 곳에 온갖 함정을 설치했습니다.
여기서 빠져나가는 유일한 방법은 루실의 유골단지를 찾아서 탈출구의 비밀 번호를 알아내는 것 뿐입니다.
60분 후에도 당신이 여기 남아있다면 브렌트가 돌아오게 될 것이고 그 때는 당신을 더 이상 도울 수 없습니다.
부디 행운을 빕니다.",2,4,https://naverbooking-phinf.pstatic.net/20170310_118/1489131082420e1hxC_JPEG/%BA%F1%B9%D0%C0%C7%B9%AB%B4%FD.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/72634/items/2539786,2016.3.5,0,0,0,0,0
경상,울산,트랩코리아 울산점,아마겟돈,SF,5,60,"지구는 지금 엄청난 속도로 지구를 향해 돌진하는 거대 소행성으로 인해 위험에 쳐해있습니다.
다행히 며칠 전 과학자들이 충돌 예상 궤도를 계산했고 대책을 만들어 냈습니다.
로켓을 소행성으로 발사하여 소행성과 충돌하게 한 후
궤도를 바꾸어 지구로부터 멀어지게 하는 것이 그들의 계획입니다.
하지만 불행하게도 지구의 로켓발사대는 대부분 운석들로 인해 파괴된 상태입니다.
버려진 지하 군사 벙커에 설치된 복원장치를 발견할 수 있는 것은 오직 당신의 팀밖에 없습니다.
당신 팀의 임무는 벙커를 발견하고 시스템이 어떻게 동작하는지 알아내어 늦기 전에 로켓을 발사하는 것입니다.
남은 시간은 60분!
인류의 운명은 당신 손에 달려있습니다.",2,4,https://naverbooking-phinf.pstatic.net/20170310_28/1489131511657VniDx_JPEG/%BE%C6%B8%B6%B0%D9%B5%B7.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/72634/items/2539795,2016.3.5,0,1,0,0,0
서울,건대,트루이스케이프룸 건대점,마션,SF 추리 잠입/탈출,3,60,"팀원들과 우주탐사를 나선 당신... 
원인불명의 폭팔사고로 인해 산소가 부족하고 60분안에 비상탈출을 해야 한다...
과연 당신의 운명은?",2,6,http://www.t-escape.com/images/branch-gd-rooms-3.jpg,http://www.t-escape.com/Home/Reservation/gd,2016.10.,0,1,0,0,0
서울,건대,트루이스케이프룸 건대점,쇼퍼홀릭,범죄,2,60,"세계적으로 25개만 생산하는 가방을 갖고싶은 당신... 
하지만 신용카드는 이미 한도초과...
특수장비로 설계된 가방의 보안을 뚫고 가방을 손에쥘 수 있을지...",2,6,http://www.t-escape.com/images/branch-gd-rooms-4.jpg,http://www.t-escape.com/Home/Reservation/gd,2016.10.,0,1,0,0,0
서울,건대,트루이스케이프룸 건대점,조커의 방,추리 잠입/탈출,4,60,"어느날 조커의 초대를 받고 조커의 방에 찾아간 당신... 
조커가 미리 준비해놓은 함정에 빠져버렸다...
과연 살아서 돌아올 수 있을까?",2,6,http://www.t-escape.com/images/branch-gd-rooms-2.jpg,http://www.t-escape.com/Home/Reservation/gd,2016.10.,0,1,0,0,0
서울,건대,트루이스케이프룸 건대점,블러드 트레인,스릴러 공포,5,60,"부다페스트로 향하는 야간열차 안에 들어선 당신,
우연의 일치인지 그 곳에서 예기치 못한 사건 속에 빠져 들게 되는데...
살인범의 기차탈선 작전을 저지하라.",2,6,http://www.t-escape.com/images/branch-gd-rooms-1.jpg,http://www.t-escape.com/Home/Reservation/gd,2016.10.,0,1,0,0,0
경기,의정부,트릭이스케이프,감옥탈출,잠입/탈출,3,60,"정신이 들었을 때 이미 난 사방이 꽉 막힌 감옥에 있어다. 
이유를 알 수 없는 고문과 노역은 나날이 심해져만 갔고.. 
하루에 먹는거라고는 고작 물과 빵한조각이 전부.. 
탈출을 시도했던 옆방 동료는 생사를 알 수 없게 되었지만 상기된 표정으로 그가 가리킨 벽. 
철통같은 이곳과 어울리지 않게 텅 빈 소리가난다.
이 곳에 문명 무언가 있다.
교도관의 감시가 소홀한 점심시간.
그 1시간 동안 난 이곳의 비밀을 알아내고 반드시 탈출 할것이다. 
가족이 있는 곳으로...",2,6,http://trickescape.com/imgs/theme_image_prisonescape.JPG,http://trickescape.com/sub/reservation.html,2016.4.7,0,0,0,0,0
경기,의정부,트릭이스케이프,뱀파이어의 저주,공포 추리,4,60,"유명한 괴도들의 발길 조차 닿지않는 성. 
사람의 흔적이라고는 찾아 보기 힘든 이 성에 보물이 가득하다는 소문이 마을 곳곳에 퍼진지 오래지만
그 누구도 쉽게 성 안으로 들어가지 못하는 이유는 바로 1000년전 죽었다고 전해지는 ‘드라큘라 백작’ 
아직도 그의 존재를 믿는 자가 있는가. 
코웃음을 치며 성 안으로 들어간 나는 패기에 가득 찼지만
그 당당함은 잠겨버린 문, 빛 한줄기 들어죄 않는 칠흙같은 이곳을 빙빙 돌며 이내 공포로 뒤바뀐다
보름달이 차오르기 전 나가야만 한다. 
보름달이 차오르면..그땐...",2,6,http://trickescape.com/imgs/theme_image_curseofvampire.jpg,http://trickescape.com/sub/reservation.html,2016.4.7,0,0,0,0,0
경기,의정부,트릭이스케이프,미스테리 연구소,미스터리 잠입/탈출,5,60,"싸이코 천재박사 에릭박사의 연구소에 비밀리 위험한 시험들이 진행되고 있다. 
비밀 요원을 맡은 나의 첫 임무는 에릭박사의 연구소 조사 였다. 
에릭박사가 잠시 자리를 비웠다는 첩보를 받고 도착해보니 무슨일인지 연구소의 문은 열려있었고 온갖 약품 냄새들만 가득했다. 
그가 잠시 자리 비운 사이 그의 방에 잠입해 연구소를 조사하기 시작했지만 갑자기 잠겨버린 문. 
새어나오는 가스로 점점 정신은 혼미해지고.. 
희미해진 시야 사이로 박사의 웃음소리가 들리는 듯 하다. 
요원에게 지급된 호흡 조절 장치가 작동하는 시간은 단 1시간...",2,6,http://trickescape.com/imgs/theme_image_mysteriouslaboratory.JPG,http://trickescape.com/sub/reservation.html,2016.5,0,0,0,0,0
경기,의정부,트릭이스케이프,호구와트,판타지,2,60,"여느때와 같이 출근을 하기 위해 런던 지하철역 에서 지하철을 기다리던 중
평소 보지못했던 이상한 숫자의 지하철 플랫폼을 보게 되었고
무언가에 이끌리듯 그 곳으로 간 나는 의문의 편지 한 장을 받게 되었다. 
그리곤 알 수 없는 힘의 의해 이상한 곳으로 빨려 들어가게 되었는데
어느새 무언가 잘못됐다는 것을 느끼며 주변을 돌아본다. 나는 누구..여긴 어디..",2,6,http://trickescape.com/imgs/theme_image_hoguwarts.jpg,http://trickescape.com/sub/reservation.html,2016.9,0,0,0,0,0
경기,의정부,트릭이스케이프,마피아,범죄,4,60,"악명 높은 마피아의 대부 루치아노는 마약, 밀수, 인신매매, 청부살인 등 온갖 악행을 저지르고 있다고 한다. 
이미 정부는 부패할 대로 부패되어 고위 관직자 들은 조직과 손을 잡고 움직이고 있으며
그에 대항하던 자들은 하나 둘 소리 없이 사라져만 갔다. 
하지만 이들의 유일한 걸림돌이 있었으니 그는 비밀 결사대의 리더 콜린퍼스. 
다음 암살 타겟은 그가 될 것이라는 첩보를 듣게 되는데... 
보스방에 잠입해 암살 계획을 알아내어 암살을 막아야 한다.",2,6,http://trickescape.com/imgs/theme_image_mafia.JPG,http://trickescape.com/sub/reservation.html,2017.7.17,0,0,0,0,0
